Name,Easting,Northing,Code
955,1017.01,8905.603,RC
956,1006.317,8901.897,RE
957,1009.622,8898.503,RE
958,1007.931,8900.381,RC
959,993.433,8881.381,RE
960,997.599,8879.199,RE
961,995.717,8880.516,RC
962,993.387,8885.332,SH
963,891.164,8891.987,TOILET
964,894.165,8889.969,TOILET
965,905.011,8943.013,POLE
966,901.325,8936.809,POLE
967,983.943,8887.846,POLE
968,987.607,8894.033,POLE
